spacecraftUsedID INTEGER,projectID INTEGER ,launcherName VARCHAR(256),spacecraftName VARCHAR(256)
3591,3591,Titan IIIC ,OPS-0757 (Tacsat)
3592,3592,Cosmos-2I (63SM) ,Cosmos 265
3593,3593,Vostok-2M ,Meteor nâ€ Â­11
3594,3594,Tsyklon-2A ,US-A nâ€ Â­5
3595,3595,Voskhod ,Cosmos 264
3596,3596,Titan IIIB ,OPS 7585
3597,3597,Proton K/Block D ,Zond
3598,3598,Soyuz ,Soyuz 5
3599,3599,Soyuz ,Soyuz 4
3600,3600,Voskhod ,Cosmos 263
3601,3601,Molniya-M /Block VL ,Venera 6
3602,3602,Molniya-M /Block VL ,Venera 5
3603,3603,Cosmos-2I (63SM) ,Cosmos 262
3604,3604,Saturn V ,Apollo 8
3605,3605,Cosmos-2I (63SM) ,Cosmos 261
3606,3606,Molniya-M /Block L ,Cosmos 260
3607,3607,Cosmos-2I (63SM) ,Cosmos 259
3608,3608,Voskhod ,Cosmos 258
3609,3609,Atlas-SLV3C Centaur-D ,OAO-2
3610,3610,Titan IIIB ,OPS 6518
3611,3611,Cosmos-2I (63SM) ,Cosmos 257
3612,3612,Cosmos-3M (11K65M) ,Cosmos 256
3613,3613,Voskhod ,Cosmos 255
3614,3614,Europa 1 ,STV-1
3615,3615,Voskhod ,Cosmos 254
3616,3616,Proton K ,Proton-4
3617,3617,Voskhod ,Cosmos 253
3618,3618,Proton K/Block D ,Zond-6
3619,3619,Titan IIIB ,OPS 5296
3620,3620,Tsyklon-2A ,Cosmos 252
3621,3621,Voskhod ,Cosmos 251
3622,3622,Cosmos-3M (11K65M) ,Cosmos 250
3623,3623,Soyuz ,Soyuz 3
3624,3624,Soyuz ,Soyuz 2
3625,3625,Tsyklon-2A ,Cosmos 249
3626,3626,Tsyklon-2A ,Cosmos 248
3627,3627,Saturn IB ,Apollo 7
3628,3628,Voskhod ,Cosmos 247
3629,3629,Voskhod ,Cosmos 246
3630,3630,Molniya-M /Block L ,Molniya-1 nâ€ Â­14
3631,3631,Cosmos-2I (63SM) ,Cosmos 245
3632,3632,Tsyklon ,Cosmos 244
3633,3633,Titan IIIC ,LES-6
3634,3634,Voskhod ,Cosmos 243
3635,3635,Cosmos-2I (63SM) ,Cosmos 242
3636,3636,Voskhod ,Cosmos 241
3637,3637,Proton K/Block D ,Zond-5
3638,3638,Voskhod ,Cosmos 240
3639,3639,Voskhod ,Cosmos 239
3640,3640,Soyuz ,Cosmos 238
3641,3641,Voskhod ,Cosmos 237
3642,3642,Cosmos-3 (11K65) ,Cosmos 236
3643,3643,Atlas-SLV3 Burner-2 ,STP P68-1
3644,3644,Atlas-SLV3C Centaur-D ,ATS-4
3645,3645,Voskhod ,Cosmos 235
3646,3646,Titan IIIB ,OPS 5247
3647,3647,Titan IIIB ,OPS 5187
3648,3648,Atlas-SLV3A Agena-D ,Canyon 1 (AFP-827)
3649,3649,Voskhod ,Cosmos 234
3650,3650,Cosmos-2I (63SM) ,Cosmos 233
3651,3651,Voskhod ,Cosmos 232
3652,3652,Atlas-E/F OV1 ,OV1-15/OV1-16
3653,3653,Voskhod ,Cosmos 231
3654,3654,Molniya-M /Block L ,Molniya-1 nâ€ Â­13
3655,3655,Cosmos-2I (63SM) ,Cosmos 230
3656,3656,Voskhod ,Cosmos 229
3657,3657,Voskhod ,Cosmos 228
3658,3658,Voskhod ,Cosmos 227
3659,3659,Cosmos-3 (11K65) ,Strela-2 #4
3660,3660,Titan IIIC ,OPS 9341-9348
3661,3661,Vostok-2M ,Cosmos 226
3662,3662,Cosmos-2I (63SM) ,Cosmos 225
3663,3663,Titan IIIB ,OPS 5138
3664,3664,Cosmos-3M (11K65M) ,Sfera #2
3665,3665,Voskhod ,Cosmos 224
3666,3666,Voskhod ,Cosmos 223
3667,3667,Cosmos-2I (63SM) ,Cosmos 222
3668,3668,Cosmos-2I (63SM) ,Cosmos 221
3669,3669,Cosmos-3M (11K65M) ,Cosmos 220
3670,3670,Cosmos-2I (63SM) ,Cosmos 219
3671,3671,Tsyklon ,Cosmos 218
3672,3672,Tsyklon-2A ,Cosmos 217
3673,3673,Proton K/Block D ,Zond
3674,3674,Molniya-M /Block L ,Molniya-1 nâ€ Â­10
3675,3675,Voskhod ,Cosmos 216
3676,3676,Cosmos-2I (63SM) ,Cosmos 215
3677,3677,Voskhod ,Cosmos 214
3678,3678,Titan IIIB ,OPS 5105
3679,3679,Soyuz ,Cosmos 213
3680,3680,Soyuz ,Cosmos 212
3681,3681,Cosmos-2I (63SM) ,Cosmos 211
3682,3682,Molniya-M /Block L ,Luna 14
3683,3683,Atlas-E/F OV1 ,OV1-13/OV1-14
3684,3684,Saturn V ,Apollo 6
3685,3685,Voskhod ,Cosmos 210
3686,3686,Cosmos-3 (11K65) ,VKZ
3687,3687,Tsyklon-2A ,Cosmos 209
3688,3688,Voskhod ,Cosmos 208
3689,3689,Voskhod ,Cosmos 207
3690,3690,Vostok-2M ,Cosmos 206
3691,3691,Titan IIIB ,OPS 5057
3692,3692,Cosmos-2I (63SM) ,DS-U1-Ya #1
3693,3693,Voskhod ,Cosmos 205
3694,3694,Cosmos-2I (63SM) ,Cosmos 204
3695,3695,Atlas-SLV3A Agena-D ,OGO-5
3696,3696,Proton K/Block D ,Zond-4
3697,3697,Cosmos-3M (11K65M) ,Cosmos 203
3698,3698,Cosmos-2I (63SM) ,Cosmos 202
3699,3699,Molniya-M /Block L ,E-6LS nâ€ Â­112
3700,3700,Voskhod ,Cosmos 201
3701,3701,Saturn IB ,Apollo 5
3702,3702,Cosmos-3M (11K65M) ,Cosmos 200
3703,3703,Titan IIIB ,OPS 5028
3704,3704,Voskhod ,Cosmos 199
3705,3705,Atlas-SLV3C Centaur-D ,Surveyor 7
3706,3706,Tsyklon-2A ,Cosmos 198
3707,3707,Cosmos-2I (63SM) ,Cosmos 197
3708,3708,Cosmos-2I (63S1) ,Cosmos 196
3709,3709,Voskhod ,Cosmos 195
3710,3710,Titan IIIB ,OPS 5000
3711,3711,Voskhod ,Cosmos 194
3712,3712,Redstone Sparta ,WRESAT
3713,3713,Voskhod ,Cosmos 193
3714,3714,Cosmos-3M (11K65M) ,Cosmos 192
3715,3715,Proton K/Block D ,Zond
3716,3716,Cosmos-2I (63SM) ,Cosmos 191
3717,3717,Saturn V ,Apollo 4
3718,3718,Atlas-SLV3C Centaur-D ,Surveyor 6
3719,3719,Atlas-SLV3 Agena-D ,ATS-3
3720,3720,Voskhod ,Cosmos 190
3721,3721,Cosmos-3M (11K65M) ,Cosmos 189
3722,3722,Soyuz ,Cosmos 188
3723,3723,Tsyklon ,Cosmos 187
3724,3724,Soyuz ,Cosmos 186
3725,3725,Tsyklon-2A ,Cosmos 185
3726,3726,Titan IIIB ,OPS 4995
3727,3727,Vostok-2M ,Cosmos 184
3728,3728,Molniya ,Molniya-1 nâ€ Â­12
3729,3729,Tsyklon ,Cosmos 183
3730,3730,Voskhod ,Cosmos 182
3731,3731,Cosmos-3 (11K65) ,VKZ
3732,3732,Voskhod ,Cosmos 181
3733,3733,Molniya ,Molniya-1 nâ€ Â­9
3734,3734,Proton K/Block D ,Zond
3735,3735,Cosmos-3M (11K65M) ,Zaliv #2
3736,3736,Voskhod ,Cosmos 180
3737,3737,Tsyklon ,Cosmos 179
3738,3738,Titan IIIB ,OPS 4941
3739,3739,Tsyklon ,Cosmos 178
3740,3740,Voskhod ,Cosmos 177
3741,3741,Cosmos-2I (63SM) ,Cosmos 176
3742,3742,Voskhod ,Cosmos 175
3743,3743,Atlas-SLV3C Centaur-D ,Surveyor 5
3744,3744,Voskhod ,Zenit-2 nâ€ Â­51
3745,3745,Molniya ,Cosmos 174
3746,3746,Cosmos-2I (63SM) ,Cosmos 173
3747,3747,Titan IIIB ,OPS 4866
3748,3748,Voskhod ,Cosmos 172
3749,3749,Tsyklon ,Cosmos 171
3750,3750,Atlas-SLV3 Agena-D ,Lunar Orbiter 5
3751,3751,Tsyklon ,Cosmos 170
3752,3752,Atlas-D OV1 ,OV1-11/OV1-12/OV1-86
3753,3753,Voskhod ,Zenit-4 nâ€ Â­32
3754,3754,Tsyklon ,Cosmos 169
3755,3755,Atlas-LV3C Centaur-D ,Surveyor 4
3756,3756,Voskhod ,Cosmos 168
3757,3757,Titan IIIC ,OPS 9331-9334
3758,3758,Cosmos-3M (11K65M) ,Tselina-OM #1
3759,3759,Titan IIIB ,OPS 4282
3760,3760,Voskhod ,Zenit-4 nâ€ Â­31
3761,3761,Molniya-M /Block VL ,Cosmos 167
3762,3762,Cosmos-2I (63SM) ,Cosmos 166
3763,3763,Atlas-SLV3 Agena-D ,Mariner 5
3764,3764,Cosmos-2I (63SM) ,Cosmos 165
3765,3765,Molniya-M /Block VL ,Venera 4
3766,3766,Voskhod ,Cosmos 164
3767,3767,Cosmos-2I (63SM) ,Cosmos 163
3768,3768,Atlas-SLV3 Agena-D ,KH-7 Gambit 4038
3769,3769,Voskhod ,Cosmos 162
3770,3770,Molniya ,Molniya-1 nâ€ Â­8
3771,3771,Atlas-SLV3 Agena-D ,KH-7 Gambit 4037
3772,3772,Voskhod ,Cosmos 161
3773,3773,Tsyklon ,Cosmos 160
3774,3774,Molniya-M /Block L ,Cosmos 159
3775,3775,Cosmos-3M (11K65M) ,Cosmos 158
3776,3776,Vostok-2 ,Cosmos 157
3777,3777,Atlas-SLV3 Agena-D ,Lunar Orbiter 4
3778,3778,Titan IIIC ,OPS-6638
3779,3779,Vostok-2M ,Cosmos 156
3780,3780,Titan IIIB ,OPS 4243
3781,3781,Scout B ,San Marco 2
3782,3782,Soyuz ,Soyuz 1
3783,3783,Atlas-LV3C Centaur-D ,Surveyor 3
3784,3784,Voskhod ,Cosmos 155
3785,3785,Proton K/Block D ,Cosmos 154
3786,3786,Atlas-SLV3 Agena-D ,ATS-2
3787,3787,Vostok-2 ,Cosmos 153
3788,3788,Lambda-IV S ,Osumi
3789,3789,Cosmos-2I (63SM) ,Cosmos 152
3790,3790,Cosmos-3 (11K65) ,Cosmos 151
3791,3791,Tsyklon ,OGTch 3
3792,3792,Voskhod ,Cosmos 150
3793,3793,Cosmos-2I (63SM) ,Cosmos 149
3794,3794,Cosmos-2I (63SM) ,Cosmos 148
3795,3795,Vostok-2 ,Cosmos 147
3796,3796,Proton K/Block D ,Cosmos 146
3797,3797,Cosmos-2I (63SM) ,Cosmos 145
3798,3798,Vostok-2M ,Cosmos 144
3799,3799,Vostok-2 ,Cosmos 143
3800,3800,Titan IIIB ,OPS 4204
3801,3801,Diamant A ,Diad?Âªme 2
3802,3802,Cosmos-2I (63SM) ,Cosmos 142
3803,3803,Voskhod ,Cosmos 141
3804,3804,Diamant A ,Diad?Âªme 1
3805,3805,Soyuz ,Cosmos 140
3806,3806,Atlas-SLV3 Agena-D ,Lunar Orbiter 3
3807,3807,Atlas-SLV3 Agena-D ,KH-7 Gambit 4036
3808,3808,Saturn IB ,Apollo 1
3809,3809,Tsyklon ,Cosmos 139
3810,3810,Vostok-2 ,Cosmos 138
3811,3811,Titan IIIC ,OPS 9321-9328
3812,3812,Cosmos-2I (63S1) ,Cosmos 137
3813,3813,Molniya-M /Block L ,Luna 13
3814,3814,Lambda-IV S ,Osumi
3815,3815,Vostok-2 ,Cosmos 136
3816,3816,Titan IIIB ,OPS 8968
3817,3817,Soyuz ,Soyuz 7K-OK nâ€ Â­1
3818,3818,Cosmos-2I (63SM) ,Cosmos 135
3819,3819,Atlas-D OV1 ,OV1-9/OV1-10
3820,3820,Atlas-SLV3 Agena-D ,ATS-1
3821,3821,Atlas-SLV3 Agena-D ,KH-7 Gambit 4035
3822,3822,Voskhod ,Cosmos 134
3823,3823,Soyuz ,Cosmos 133
3824,3824,Vostok-2 ,Cosmos 132
3825,3825,Cosmos-3 (11K65) ,Strela-2 #2
3826,3826,Voskhod ,Cosmos 131
3827,3827,Titan II GLV ,Gemini XII
3828,3828,Atlas-SLV3 Agena-D ,GATV 5001
3829,3829,Atlas-SLV3 Agena-D ,Lunar Orbiter 2
3830,3830,Titan IIIC ,Gemini B
3831,3831,Atlas-SLV3 Agena-D ,KH-7 Gambit 4034
3832,3832,Tsyklon ,OGTch 2
3833,3833,Atlas-LV3C Centaur-D ,Surveyor SD-4
3834,3834,Molniya-M /Block L ,Luna 12
3835,3835,Voskhod ,Cosmos 130
3836,3836,Molniya ,Molniya-1 nâ€ Â­7
3837,3837,Vostok-2 ,Cosmos 129
3838,3838,Atlas-SLV3 Agena-D ,KH-7 Gambit 4033
3839,3839,Atlas-SLV3 Agena-D ,Midas 12
3840,3840,Titan IIIB ,OPS 4096
3841,3841,Lambda-IV S ,Osumi
3842,3842,Atlas-LV3C Centaur-D ,Surveyor 2
3843,3843,Tsyklon ,OGTch 1
3844,3844,Atlas-SLV3 Agena-D ,KH-7 Gambit 4032
3845,3845,Vostok-2 ,Zenit-2 nâ€ Â­40
3846,3846,Titan II GLV ,Gemini XI
3847,3847,Atlas-SLV3 Agena-D ,GATV 5006
3848,3848,Voskhod ,Cosmos 128
3849,3849,Titan IIIC ,IDCSP-1 8-14
3850,3850,Saturn IB ,AS-202
3851,3851,Molniya-M /Block L ,Luna 11
3852,3852,Atlas-SLV3 Agena-D ,Midas 11
3853,3853,Atlas-SLV3 Agena-D ,KH-7 Gambit 4031
3854,3854,Atlas-SLV3 Agena-D ,Lunar Orbiter 1
3855,3855,Voskhod ,Cosmos 127
3856,3856,Titan IIIB ,KH-8
3857,3857,Voskhod ,Cosmos 126
3858,3858,Vostok-2A ,Cosmos 125
3859,3859,Titan II GLV ,Gemini X
3860,3860,Atlas-SLV3 Agena-D ,GATV 5005
3861,3861,Voskhod ,Cosmos 124
3862,3862,Atlas-D OV1 ,OV1-7/OV1-8
3863,3863,Atlas-SLV3 Agena-D ,KH-7 Gambit 4030
3864,3864,Cosmos-2I (63S1) ,Cosmos 123
3865,3865,Proton ,Proton-3
3866,3866,Saturn IB ,AS-203
3867,3867,Vostok-2M ,Cosmos 122
3868,3868,Voskhod ,Cosmos 121
3869,3869,Titan IIIC ,OPS 9311-9317 
3870,3870,Atlas-SLV3 Agena-D ,Midas 10
3871,3871,Voskhod ,Cosmos 120
3872,3872,Atlas-SLV3 Agena-B ,OGO-3
3873,3873,Atlas-SLV3 Agena-D ,KH-7 Gambit 4029
3874,3874,Titan II GLV ,Gemini IX-A
3875,3875,Atlas SLV-3 ,ATDA
3876,3876,Atlas-LV3C Centaur-D ,Surveyor 1
3877,3877,Cosmos-2I (63SM) ,Cosmos 119
3878,3878,Atlas-SLV3 Agena-D ,GATV 5004
3879,3879,Voskhod ,Zenit-4 nâ€ Â­18
3880,3880,Titan II GLV ,Gemini VIII
3881,3881,Atlas-SLV3 Agena-D ,KH-7 Gambit 4028
3882,3882,Vostok-2M ,Cosmos 118
3883,3883,Vostok-2 ,Cosmos 117
3884,3884,Cosmos-2I (63SM) ,Cosmos 116
3885,3885,Molniya ,Molniya-1 nâ€ Â­6
3886,3886,Vostok-2 ,Cosmos 115
3887,3887,Atlas-SLV3 Agena-D ,KH-7 Gambit 4027
3888,3888,Atlas-SLV3B Agena-D ,OAO-1
3889,3889,Atlas-LV3C Centaur-D ,Surveyor Model-3
3890,3890,Voskhod ,Cosmos 114
3891,3891,Molniya-M /Block L ,Luna 10
3892,3892,Atlas-D OV1 ,OV1-4/OV1-5
3893,3893,Molniya ,Molniya-1 nâ€ Â­5
3894,3894,Proton ,Proton-3a
3895,3895,Voskhod ,Cosmos 113
3896,3896,Atlas-SLV3 Agena-D ,KH-7 Gambit 4026
3897,3897,Vostok-2 ,Cosmos 112
3898,3898,Atlas-SLV3 Agena-D ,GATV 5003
3899,3899,Molniya-M /Block L ,Cosmos 111
3900,3900,Saturn IB ,AS-201
3901,3901,Voskhod ,Cosmos 110
3902,3902,Cosmos-2I (63S1) ,DS-K40 #2
3903,3903,Voskhod ,Cosmos 109
3904,3904,Diamant A ,Diapason
3905,3905,Atlas-SLV3 Agena-D ,KH-7 Gambit 4025
3906,3906,Cosmos-2I (63S1) ,Cosmos 108
3907,3907,Vostok-2 ,Cosmos 107
3908,3908,Molniya-M /Block L ,Luna 9
3909,3909,Cosmos-2I (63SM) ,Cosmos 106
3910,3910,Vostok-2 ,Cosmos 105
3911,3911,Atlas-SLV3 Agena-D ,KH-7 Gambit 4024
3912,3912,Vostok-2 ,Cosmos 104
3913,3913,Cosmos-2I (63S1) ,DS-K40 #1
3914,3914,Cosmos-1 (65S3) ,Cosmos 103
3915,3915,Vostok-2A ,Cosmos 102
3916,3916,Titan IIIC ,LES 3 
3917,3917,Cosmos-2I (63S1) ,Cosmos 101
3918,3918,Vostok-2M ,Cosmos 100
3919,3919,Titan II GLV ,Gemini VI-A
3920,3920,Vostok-2 ,Cosmos 99
3921,3921,Titan II GLV ,Gemini VII
3922,3922,Molniya ,Luna 8
3923,3923,Vostok-2 ,Cosmos 98
3924,3924,Diamant A ,Ast??rix
3925,3925,Cosmos-2I (63SM) ,Cosmos 97
3926,3926,Molniya ,Cosmos 96
3927,3927,Molniya ,Venera 3
3928,3928,Molniya ,Venera 2
3929,3929,Atlas-SLV3 Agena-D ,KH-7 Gambit 4023
3930,3930,Cosmos-2I (63SM) ,Cosmos 95
3931,3931,Proton ,Proton-2
3932,3932,Voskhod ,Cosmos 94
3933,3933,Atlas-SLV3 Agena-D ,GATV 5002
3934,3934,Cosmos-2I (63SM) ,Cosmos 93
3935,3935,Voskhod ,Cosmos 92
3936,3936,Titan IIIC ,LCS-2 
3937,3937,Molniya ,Molniya-1 nâ€ Â­4
3938,3938,Atlas-D OV1 ,OV1-2
3939,3939,Molniya-M /Block L ,Luna 7
3940,3940,Atlas-SLV3 Agena-D ,KH-7 Gambit 4022
3941,3941,Voskhod ,Cosmos 91
3942,3942,Cosmos-1 (65S3) ,Cosmos 86 to 90
3943,3943,Voskhod ,Cosmos 85
3944,3944,Cosmos-1 (65S3) ,Cosmos 80 to 84
3945,3945,Voskhod ,Cosmos 79
3946,3946,Titan II GLV ,Gemini V
3947,3947,Vostok-2 ,Cosmos 78
3948,3948,Atlas-LV3C Centaur-D ,Surveyor SD-2
3949,3949,Atlas-SLV3 Agena-D ,KH-7 Gambit 4021
3950,3950,Voskhod ,Cosmos 77
3951,3951,Saturn I ,A-105
3952,3952,Cosmos-2I (63S1) ,Cosmos 76
3953,3953,Atlas-LV3 Agena-D ,Vela 3A/3B
3954,3954,Molniya ,Zond 3
3955,3955,Proton ,Proton-1
3956,3956,Cosmos-1 (65S3) ,Cosmos 71 to 75
3957,3957,Vostok-2 ,Zenit-2 nâ€ Â­28
3958,3958,Atlas-SLV3 Agena-D ,KH-7 Gambit 4020
3959,3959,Cosmos-2I (63S1) ,Cosmos 70
3960,3960,Atlas-SLV3 Agena-D ,KH-7 Gambit 4019
3961,3961,Voskhod ,Cosmos 69
3962,3962,Titan IIIC ,Transtage 5
3963,3963,Vostok-2 ,Cosmos 68
3964,3964,Molniya ,Luna 6
3965,3965,Titan II GLV ,Gemini IV
3966,3966,Atlas-D OV1 ,OV1-3
3967,3967,Atlas-SLV3 Agena-D ,KH-7 Gambit 4018
3968,3968,Voskhod ,Cosmos 67
3969,3969,Saturn I ,A-104
3970,3970,Molniya ,Luna 5
3971,3971,Vostok-2 ,Cosmos 66
3972,3972,Titan IIIA ,LES 2 
3973,3973,Atlas-SLV3 Agena-D ,KH-7 Gambit 4017
3974,3974,Molniya ,Molniya-1 nâ€ Â­3
3975,3975,Voskhod ,Cosmos 65
3976,3976,Molniya ,E-6 nâ€ Â­8 (Luna)
3977,3977,Atlas-SLV3 Agena-D ,SNAPSHOT
3978,3978,Vostok-2 ,Cosmos 64
3979,3979,Titan II GLV ,Gemini 3
3980,3980,Atlas-LV3 Agena-B ,Ranger 9
3981,3981,Voskhod ,Voskhod 2
3982,3982,Cosmos-1 (65S3) ,Cosmos 61
3983,3983,Atlas-SLV3 Agena-D ,KH-7 Gambit 4016
3984,3984,Molniya ,Cosmos 60
3985,3985,Voskhod ,Cosmos 59
3986,3986,Atlas-LV3C Centaur-C ,Surveyor-SD 1
3987,3987,Vostok-2M ,Cosmos 58
3988,3988,Voskhod ,Cosmos 57
3989,3989,Cosmos-1 (65S3) ,Cosmos 54
3990,3990,Cosmos-2I (63S1) ,DS-A1 #6
3991,3991,Atlas-LV3 Agena-B ,Ranger 8
3992,3992,Saturn I ,A-103
3993,3993,Cosmos-2I (63S1) ,DS-P1 You #2
3994,3994,Titan IIIA ,LES 1
3995,3995,Cosmos-2I (63S1) ,Cosmos 53
3996,3996,Atlas-SLV3 Agena-D ,KH-7 Gambit 4015
3997,3997,Atlas-D OV1 ,OV1-1
3998,3998,Titan II GLV ,Gemini 2
3999,3999,Vostok-2 ,Cosmos 52
4000,4000,Atlas-LV3C Centaur-C ,Surveyor-Model 1
4001,4001,Titan IIIA ,Transtage 2
4002,4002,Cosmos-2I (63S1) ,Cosmos 51
4003,4003,Atlas-SLV3 Agena-D ,KH-7 Gambit 4014
4004,4004,Cosmos-2I (63S1) ,DS-2 #2
4005,4005,Molniya ,Zond 2
4006,4006,Atlas-LV3 Agena-D ,Mariner 4
4007,4007,Atlas-LV3 Agena-D ,Mariner 3
4008,4008,Vostok-2 ,Cosmos 50
4009,4009,Cosmos-2I (63S1) ,Cosmos 49
4010,4010,Cosmos-1 (65S3) ,Strela-1 #4
4011,4011,Atlas-LV3 Agena-D ,KH-7 Gambit 4013
4012,4012,Vostok-2 ,Cosmos 48
4013,4013,Voskhod ,Voskhod 1
4014,4014,Atlas-SLV3 Agena-D ,KH-7 Gambit 4012
4015,4015,Voskhod ,Cosmos 47
4016,4016,Vostok-2 ,Cosmos 46
4017,4017,Atlas-SLV3 Agena-D ,KH-7 Gambit 4011
4018,4018,Saturn I ,A-102
4019,4019,Voskhod ,Cosmos 45
4020,4020,Atlas-LV3 Agena-B ,OGO 1
4021,4021,Titan IIIA ,Transtage 1
4022,4022,Vostok-2M ,Cosmos 44
4023,4023,Cosmos-2I (63S1) ,Cosmos 42 
4024,4024,Molniya ,Cosmos 41
4025,4025,Cosmos-1 (65S3) ,Cosmos 38
4026,4026,Atlas-SLV3 Agena-D ,KH-7 Gambit 4010
4027,4027,Vostok-2 ,Cosmos 37
4028,4028,Cosmos-2I (63S1) ,Cosmos 36
4029,4029,Atlas-LV3 Agena-B ,Ranger 7
4030,4030,Atlas-LV3 Agena-D ,Vela 2A/2B
4031,4031,Vostok-2 ,Cosmos 35
4032,4032,Vostok ,Elektron 3 
4033,4033,Atlas-LV3 Agena-D ,KH-7 Gambit 4009
4034,4034,Voskhod ,Cosmos 34
4035,4035,Atlas-LV3C Centaur-C ,AC-3 (Test Vehicle)
4036,4036,Vostok-2 ,Cosmos 33
4037,4037,Vostok-2 ,Cosmos 32
4038,4038,Cosmos-2I (63S1) ,Cosmos 31
4039,4039,Molniya ,Molniya-1 nâ€ Â­1
4040,4040,Saturn I ,A-101
4041,4041,Atlas-LV3 Agena-D ,KH-7 Gambit 4008
4042,4042,Voskhod ,Cosmos 30
4043,4043,Vostok-2 ,Cosmos 29
4044,4044,Atlas-LV3 Agena-D ,KH-7 Gambit 4007
4045,4045,Molniya ,E-6 nâ€ Â­5 (Luna 5)
4046,4046,Poliot ,Poliot-2
4047,4047,Titan II GLV ,Gemini 1
4048,4048,Vostok-2 ,Cosmos 28
4049,4049,Molniya ,Zond 1
4050,4050,Molniya ,Cosmos 27
4051,4051,Molniya ,E-6 nâ€ Â­6
4052,4052,Cosmos-2I (63S1) ,Cosmos 26
4053,4053,Atlas-LV3 Agena-D ,KH-7 Gambit 4006
4054,4054,Cosmos-2I (63S1) ,Cosmos 25
4055,4055,Atlas-LV3 Agena-D ,KH-7 Gambit 4005
4056,4056,Molniya ,3MV-1 nâ€ Â­2 (Zond 1)
4057,4057,Atlas-LV3 Agena-B ,Ranger 6
4058,4058,Vostok ,Elektron 1 
4059,4059,Saturn I ,SA-5
4060,4060,Scout X-4 ,Explorer 19 (AD-A)
4061,4061,Vostok-2 ,Cosmos 24
4062,4062,Atlas-LV3 Agena-D ,KH-7 Gambit 4004
4063,4063,Cosmos-2I (63S1) ,Cosmos 23
4064,4064,Vostok-2 ,Zenit-2 nâ€ Â­14
4065,4065,Atlas-LV3C Centaur-B ,AC-2 (Test Vehicle)
4066,4066,Voskhod ,Cosmos 22
4067,4067,Molniya ,Cosmos 21
4068,4068,Poliot ,Poliot-1
4069,4069,Atlas-LV3 Agena-D ,KH-7 Gambit 4003
4070,4070,Cosmos-2I (63S1) ,DS-A1 #4
4071,4071,Vostok-2 ,Cosmos 20
4072,4072,Atlas-LV3 Agena-D ,Vela 1A/1B
4073,4073,Scout X-2B ,DSAP-1 F5 (Program 35)
4074,4074,Atlas-LV3 Agena-D ,KH-7 Gambit 4002
4075,4075,Cosmos-2I (63S1) ,DS-A1 #3
4076,4076,Cosmos-2I (63S1) ,Cosmos 19
4077,4077,Atlas-LV3 Agena-B ,Midas 9
4078,4078,Atlas-LV3 Agena-D ,KH-7 Gambit 4001
4079,4079,Vostok-2 ,Zenit-2 nâ€ Â­12
4080,4080,Scout X-4 ,CRL-1 (GRS)
4081,4081,Vostok ,Vostok 6
4082,4082,Scout X-3 ,Transit-5A 3
4083,4083,Vostok ,Vostok 5
4084,4084,Atlas-LV3 Agena-B ,Midas 8
4085,4085,Cosmos-2I (63S1) ,DS-MT #1
4086,4086,Vostok-2 ,Cosmos 18
4087,4087,Cosmos-2I (63S1) ,Cosmos 17
4088,4088,Atlas-D Mercury ,Faith 7 (MA-9)
4089,4089,Atlas-LV3 Agena-B ,Midas 7
4090,4090,Vostok-2 ,Cosmos 16
4091,4091,Scout X-2M ,DSAP-1 F4 (Program 35)
4092,4092,Vostok-2 ,Cosmos 15
4093,4093,Cosmos-2I (63S1) ,Cosmos 14
4094,4094,Cosmos-2I (63S1) ,DS-P1 #2
4095,4095,Scout X-3 ,Transit-5A 2
4096,4096,Molniya ,Luna 4
4097,4097,Vostok-2 ,Cosmos 13
4098,4098,Scout X-3M ,DSAP-1 F3 (Program 35)
4099,4099,Molniya ,E-6 nâ€ Â­2 (Luna 4)
4100,4100,Molniya ,E-6 nâ€ Â­1 (Luna 4)
4101,4101,Vostok-2 ,Cosmos 12
4102,4102,Scout X-3 ,Transit-5A 1
4103,4103,Atlas-LV3 Agena-B ,Midas 6
4104,4104,Scout X-3 ,Explorer 16 (S-55B)
4105,4105,Thor DM-21 Agena-D ,FTV 1156
4106,4106,Delta B ,Relay 1
4107,4107,Thor DM-21 Agena-D ,Injun 3 
4108,4108,Thor DM-21 Agena-D ,FTV 1155
4109,4109,Thor DM-21 Agena-B ,FTV 1135
4110,4110,Atlas-LV3 Agena-B ,Samos 11
4111,4111,Thor DM-21 Agena-B ,FTV 1136
4112,4112,Molniya ,2MV-3 nâ€ Â­1 (Mars 2)
4113,4113,Molniya ,Mars 1
4114,4114,Thor-DM21 Ablestar ,ANNA 1B
4115,4115,Delta A ,Explorer 15
4116,4116,Thor DM-21 Agena-D ,STARAD
4117,4117,Cosmos-2I (63S1) ,1MS #2
4118,4118,Molniya ,2MV-4 nâ€ Â­1 (Mars 1)
4119,4119,Cosmos-2I (63S1) ,Cosmos 11
4120,4120,Atlas-LV3 Agena-B ,Ranger 5
4121,4121,Vostok-2 ,Cosmos 10
4122,4122,Thor DM-21 Agena-B ,FTV 1134
4123,4123,Atlas-D Mercury ,Sigma 7 (MA-8)
4124,4124,Delta A ,Explorer 14
4125,4125,Thor DM-21 Agena-D ,FTV 1154
4126,4126,Thor DM-21 Agena-B ,Alouette 1 
4127,4127,Vostok-2 ,Cosmos 9
4128,4128,Thor DM-19 Delta ,TIROS-6
