projectID INT,launchMonth VARCHAR(256),flightYear INT,launchLocation VARCHAR(256),countryName VARCHAR(256),missionStatus VARCHAR(256)
382,Dec,2016,LC-9 Taiyuan Satellite Launch Center,China,Partial Failure
383,Dec,2016,ELA-3 Guiana Space Centre French Guiana,France,Success
384,Dec,2016,Site 9401 (SLS-2) Jiuquan Satellite Launch Center,China,Success
385,Dec,2016,Mu Pad Uchinoura Space Center,Japan,Success
386,Dec,2016,SLC-41 Cape Canaveral AFS Florida,USA,Success
387,Dec,2016,Stargazer Cape Canaveral AFS Florida,USA,Success
388,Dec,2016,LC-3 Xichang Satellite Launch Center,China,Success
389,Dec,2016,LA-Y2 Tanegashima Space Center,Japan,Success
390,Dec,2016,SLC-37B Cape Canaveral AFS Florida,USA,Success
391,Dec,2016,First Launch Pad Satish Dhawan Space Centre,India,Success
392,Dec,2016,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
393,Dec,2016,Site 1/5 Baikonur Cosmodrome,Kazakhstan,Failure
394,Nov,2016,LC-2 Xichang Satellite Launch Center,China,Success
395,Nov,2016,SLC-41 Cape Canaveral AFS Florida,USA,Success
396,Nov,2016,Site 1/5 Baikonur Cosmodrome,Kazakhstan,Success
397,Nov,2016,ELA-3 Guiana Space Centre French Guiana,France,Success
398,Nov,2016,Site 9401 (SLS-2) Jiuquan Satellite Launch Center,China,Success
399,Nov,2016,SLC-3E Vandenberg AFB California,USA,Success
400,Nov,2016,Site 95 Jiuquan Satellite Launch Center,China,Success
401,Nov,2016,LC-101 Wenchang Satellite Launch Center,China,Success
402,Nov,2016,LA-Y1 Tanegashima Space Center,Japan,Success
403,Oct,2016,Site 31/6 Baikonur Cosmodrome,Kazakhstan,Success
404,Oct,2016,LP-0A Wallops Flight Facility Virginia,USA,Success
405,Oct,2016,Site 901 (SLS-1) Jiuquan Satellite Launch Center,China,Success
406,Oct,2016,Blue Origin Launch Site West Texas Texas,USA,Success
407,Oct,2016,ELA-3 Guiana Space Centre French Guiana,France,Success
408,Sep,2016,First Launch Pad Satish Dhawan Space Centre,India,Success
409,Sep,2016,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
410,Sep,2016,Site 901 (SLS-1) Jiuquan Satellite Launch Center,China,Success
411,Sep,2016,Pad 1 Palmachim Airbase,Israel,Success
412,Sep,2016,SLC-41 Cape Canaveral AFS Florida,USA,Success
413,Sep,2016,Second Launch Pad Satish Dhawan Space Centre,India,Success
414,Sep,2016,SLC-40 Cape Canaveral AFS Florida,USA,Prelaunch Failure
415,Aug,2016,LC-9 Taiyuan Satellite Launch Center,China,Failure
416,Aug,2016,ELA-3 Guiana Space Centre French Guiana,France,Success
417,Aug,2016,SLC-37B Cape Canaveral AFS Florida,USA,Success
418,Aug,2016,Site 9401 (SLS-2) Jiuquan Satellite Launch Center,China,Success
419,Aug,2016,SLC-40 Cape Canaveral AFS Florida,USA,Success
420,Aug,2016,LC-9 Taiyuan Satellite Launch Center,China,Success
421,Aug,2016,LC-3 Xichang Satellite Launch Center,China,Success
422,Jul,2016,SLC-41 Cape Canaveral AFS Florida,USA,Success
423,Jul,2016,SLC-40 Cape Canaveral AFS Florida,USA,Success
424,Jul,2016,Site 31/6 Baikonur Cosmodrome,Kazakhstan,Success
425,Jul,2016,Site 1/5 Baikonur Cosmodrome,Kazakhstan,Success
426,Jun,2016,Site 9401 (SLS-2) Jiuquan Satellite Launch Center,China,Success
427,Jun,2016,LC-201 Wenchang Satellite Launch Center,China,Success
428,Jun,2016,SLC-41 Cape Canaveral AFS Florida,USA,Success
429,Jun,2016,Second Launch Pad Satish Dhawan Space Centre,India,Success
430,Jun,2016,Blue Origin Launch Site West Texas Texas,USA,Success
431,Jun,2016,ELA-3 Guiana Space Centre French Guiana,France,Success
432,Jun,2016,SLC-40 Cape Canaveral AFS Florida,USA,Success
433,Jun,2016,LC-3 Xichang Satellite Launch Center,China,Success
434,Jun,2016,SLC-37B Cape Canaveral AFS Florida,USA,Success
435,Jun,2016,Site 81/24 Baikonur Cosmodrome,Kazakhstan,Success
436,Jun,2016,Site 133/3 Plesetsk Cosmodrome,Russia,Success
437,May,2016,LC-9 Taiyuan Satellite Launch Center,China,Success
438,May,2016,Site 43/4 Plesetsk Cosmodrome,Russia,Success
439,May,2016,SLC-40 Cape Canaveral AFS Florida,USA,Success
440,May,2016,ELS Guiana Space Centre French Guiana,France,Success
441,May,2016,Site 9401 (SLS-2) Jiuquan Satellite Launch Center,China,Success
442,May,2016,SLC-40 Cape Canaveral AFS Florida,USA,Success
443,Apr,2016,First Launch Pad Satish Dhawan Space Centre,India,Success
444,Apr,2016,Site 1S Vostochny Cosmodrome,Russia,Success
445,Apr,2016,ELS Guiana Space Centre French Guiana,France,Success
446,Apr,2016,SLC-40 Cape Canaveral AFS Florida,USA,Success
447,Apr,2016,Site 9401 (SLS-2) Jiuquan Satellite Launch Center,China,Success
448,Apr,2016,Blue Origin Launch Site West Texas Texas,USA,Success
449,Mar,2016,Site 31/6 Baikonur Cosmodrome,Kazakhstan,Success
450,Mar,2016,LC-2 Xichang Satellite Launch Center,China,Success
451,Mar,2016,Site 43/4 Plesetsk Cosmodrome,Russia,Success
452,Mar,2016,SLC-41 Cape Canaveral AFS Florida,USA,Success
453,Mar,2016,Site 1/5 Baikonur Cosmodrome,Kazakhstan,Success
454,Mar,2016,Site 200/39 Baikonur Cosmodrome,Kazakhstan,Success
455,Mar,2016,Site 31/6 Baikonur Cosmodrome,Kazakhstan,Success
456,Mar,2016,Second Launch Pad Satish Dhawan Space Centre,India,Success
457,Mar,2016,ELA-3 Guiana Space Centre French Guiana,France,Success
458,Mar,2016,SLC-40 Cape Canaveral AFS Florida,USA,Success
459,Feb,2016,LA-Y1 Tanegashima Space Center,Japan,Success
460,Feb,2016,Site 133/3 Plesetsk Cosmodrome,Russia,Success
461,Feb,2016,SLC-6 Vandenberg AFB California,USA,Success
462,Feb,2016,Pad 1 Sohae Satellite Launching Station,North Korea,Success
463,Feb,2016,Site 43/4 Plesetsk Cosmodrome,Russia,Success
464,Feb,2016,SLC-41 Cape Canaveral AFS Florida,USA,Success
465,Feb,2016,LC-2 Xichang Satellite Launch Center,China,Success
466,Jan,2016,Site 200/39 Baikonur Cosmodrome,Kazakhstan,Success
467,Jan,2016,ELA-3 Guiana Space Centre French Guiana,France,Success
468,Jan,2016,Blue Origin Launch Site West Texas Texas,USA,Success
469,Jan,2016,Second Launch Pad Satish Dhawan Space Centre,India,Success
470,Jan,2016,SLC-4E Vandenberg AFB California,USA,Success
471,Jan,2016,LC-3 Xichang Satellite Launch Center,China,Success
472,Dec,2015,SLC-40 Cape Canaveral AFS Florida,USA,Success
473,Dec,2015,ELS Guiana Space Centre French Guiana,France,Success
474,Dec,2015,First Launch Pad Satish Dhawan Space Centre,India,Success
475,Dec,2015,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Success
476,Dec,2015,SLC-41 Cape Canaveral AFS Florida,USA,Success
477,Dec,2015,Site 43/4 Plesetsk Cosmodrome,Russia,Partial Failure
478,Dec,2015,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
479,Nov,2015,LA-Y1 Tanegashima Space Center,Japan,Success
480,Nov,2015,Blue Origin Launch Site West Texas Texas,USA,Success
481,Nov,2015,ELA-3 Guiana Space Centre French Guiana,France,Success
482,Nov,2015,LP-41 Kauai,Pacific Missile Range Facility,Failure
483,Oct,2015,SLC-41 Cape Canaveral AFS Florida,USA,Success
484,Oct,2015,SLC-3E Vandenberg AFB California,USA,Success
485,Oct,2015,SLC-41 Cape Canaveral AFS Florida,USA,Success
486,Sep,2015,ELA-3 Guiana Space Centre French Guiana,France,Success
487,Sep,2015,First Launch Pad Satish Dhawan Space Centre,India,Success
488,Sep,2015,Site 95 Jiuquan Satellite Launch Center,China,Success
489,Sep,2015,Site 133/3 Plesetsk Cosmodrome,Russia,Success
490,Sep,2015,LC-16 Taiyuan Satellite Launch Center,China,Success
491,Sep,2015,ELS Guiana Space Centre French Guiana,France,Success
492,Sep,2015,SLC-41 Cape Canaveral AFS Florida,USA,Success
493,Aug,2015,Second Launch Pad Satish Dhawan Space Centre,India,Success
494,Aug,2015,ELA-3 Guiana Space Centre French Guiana,France,Success
495,Aug,2015,LA-Y2 Tanegashima Space Center,Japan,Success
496,Jul,2015,SLC-37B Cape Canaveral AFS Florida,USA,Success
497,Jul,2015,ELA-3 Guiana Space Centre French Guiana,France,Success
498,Jul,2015,SLC-41 Cape Canaveral AFS Florida,USA,Success
499,Jul,2015,First Launch Pad Satish Dhawan Space Centre,India,Success
500,Jun,2015,SLC-40 Cape Canaveral AFS Florida,USA,Failure
501,Jun,2015,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
502,May,2015,ELA-3 Guiana Space Centre French Guiana,France,Success
503,May,2015,SLC-41 Cape Canaveral AFS Florida,USA,Success
504,Apr,2015,Blue Origin Launch Site West Texas Texas,USA,Success
505,Apr,2015,SLC-40 Cape Canaveral AFS Florida,USA,Success
506,Apr,2015,ELA-3 Guiana Space Centre French Guiana,France,Success
507,Apr,2015,SLC-40 Cape Canaveral AFS Florida,USA,Success
508,Mar,2015,Site 133/3 Plesetsk Cosmodrome,Russia,Success
509,Mar,2015,Second Launch Pad Satish Dhawan Space Centre,India,Success
510,Mar,2015,ELS Guiana Space Centre French Guiana,France,Success
511,Mar,2015,LA-Y1 Tanegashima Space Center,Japan,Success
512,Mar,2015,Site 370/13 Yasny Cosmodrome,Russia,Success
513,Mar,2015,SLC-37B Cape Canaveral AFS Florida,USA,Success
514,Mar,2015,SLC-41 Cape Canaveral AFS Florida,USA,Success
515,Mar,2015,SLC-40 Cape Canaveral AFS Florida,USA,Success
516,Feb,2015,Imam Khomeini Spaceport Semnan Space Center,Iran,Failure
517,Feb,2015,SLC-40 Cape Canaveral AFS Florida,USA,Success
518,Feb,2015,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
519,Feb,2015,Imam Khomeini Spaceport Semnan Space Center,Iran,Success
520,Feb,2015,LA-Y1 Tanegashima Space Center,Japan,Success
521,Jan,2015,SLC-2W Vandenberg AFB California,USA,Success
522,Jan,2015,SLC-41 Cape Canaveral AFS Florida,USA,Success
523,Jan,2015,SLC-40 Cape Canaveral AFS Florida,USA,Success
524,Dec,2014,Site 35/1 Plesetsk Cosmodrome,Russia,Success
525,Dec,2014,Site 175/59 Baikonur Cosmodrome,Kazakhstan,Success
526,Dec,2014,ELS Guiana Space Centre French Guiana,France,Success
527,Dec,2014,Second Launch Pad Satish Dhawan Space Centre,India,Success
528,Dec,2014,SLC-3E Vandenberg AFB California,USA,Success
529,Dec,2014,ELA-3 Guiana Space Centre French Guiana,France,Success
530,Dec,2014,SLC-37B Cape Canaveral AFS Florida,USA,Success
531,Dec,2014,LA-Y1 Tanegashima Space Center,Japan,Success
532,Nov,2014,Site 95 Jiuquan Satellite Launch Center,China,Success
533,Nov,2014,Site 370/13 Yasny Cosmodrome,Russia,Success
534,Oct,2014,SLC-41 Cape Canaveral AFS Florida,USA,Success
535,Oct,2014,LP-0A Wallops Flight Facility Virginia,USA,Failure
536,Oct,2014,ELA-3 Guiana Space Centre French Guiana,France,Success
537,Oct,2014,First Launch Pad Satish Dhawan Space Centre,India,Success
538,Oct,2014,LA-Y1 Tanegashima Space Center,Japan,Success
539,Sep,2014,SLC-40 Cape Canaveral AFS Florida,USA,Success
540,Sep,2014,SLC-41 Cape Canaveral AFS Florida,USA,Success
541,Sep,2014,ELA-3 Guiana Space Centre French Guiana,France,Success
542,Sep,2014,SLC-40 Cape Canaveral AFS Florida,USA,Success
543,Aug,2014,ELS Guiana Space Centre French Guiana,France,Partial Failure
544,Aug,2014,SLC-3E Vandenberg AFB California,USA,Success
545,Aug,2014,SLC-40 Cape Canaveral AFS Florida,USA,Success
546,Aug,2014,SLC-41 Cape Canaveral AFS Florida,USA,Success
547,Jul,2014,ELA-3 Guiana Space Centre French Guiana,France,Success
548,Jul,2014,SLC-37B Cape Canaveral AFS Florida,USA,Success
549,Jul,2014,SLC-40 Cape Canaveral AFS Florida,USA,Success
550,Jul,2014,LP-0A Wallops Flight Facility Virginia,USA,Success
551,Jul,2014,ELS Guiana Space Centre French Guiana,France,Success
552,Jul,2014,Site 35/1 Plesetsk Cosmodrome,Russia,Success
553,Jul,2014,Site 133/3 Plesetsk Cosmodrome,Russia,Success
554,Jul,2014,SLC-2W Vandenberg AFB California,USA,Success
555,Jun,2014,First Launch Pad Satish Dhawan Space Centre,India,Success
556,Jun,2014,Site 370/13 Yasny Cosmodrome,Russia,Success
557,May,2014,LP Odyssey Kiritimati Launch Area,Pacific Ocean,Success
558,May,2014,LA-Y1 Tanegashima Space Center,Japan,Success
559,May,2014,Site 133/3 Plesetsk Cosmodrome,Russia,Success
560,May,2014,SLC-41 Cape Canaveral AFS Florida,USA,Success
561,May,2014,SLC-37B Cape Canaveral AFS Florida,USA,Success
562,Apr,2014,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
563,Apr,2014,SLC-40 Cape Canaveral AFS Florida,USA,Success
564,Apr,2014,SLC-41 Cape Canaveral AFS Florida,USA,Success
565,Apr,2014,Pad 1 Palmachim Airbase,Israel,Success
566,Apr,2014,First Launch Pad Satish Dhawan Space Centre,India,Success
567,Apr,2014,ELS Guiana Space Centre French Guiana,France,Success
568,Apr,2014,SLC-3E Vandenberg AFB California,USA,Success
569,Mar,2014,ELA-3 Guiana Space Centre French Guiana,France,Success
570,Feb,2014,LA-Y1 Tanegashima Space Center,Japan,Success
571,Feb,2014,SLC-37B Cape Canaveral AFS Florida,USA,Success
572,Feb,2014,ELA-3 Guiana Space Centre French Guiana,France,Success
573,Jan,2014,SLC-41 Cape Canaveral AFS Florida,USA,Success
574,Jan,2014,LP-0A Wallops Flight Facility Virginia,USA,Success
575,Jan,2014,SLC-40 Cape Canaveral AFS Florida,USA,Success
576,Jan,2014,Second Launch Pad Satish Dhawan Space Centre,India,Success
577,Dec,2013,Site 43/4 Plesetsk Cosmodrome,Russia,Success
578,Dec,2013,Site 133/3 Plesetsk Cosmodrome,Russia,Success
579,Dec,2013,ELS Guiana Space Centre French Guiana,France,Success
580,Dec,2013,SLC-3E Vandenberg AFB California,USA,Success
581,Dec,2013,SLC-40 Cape Canaveral AFS Florida,USA,Success
582,Nov,2013,Site 133/3 Plesetsk Cosmodrome,Russia,Success
583,Nov,2013,Site 370/13 Yasny Cosmodrome,Russia,Success
584,Nov,2013,LP-0B Wallops Flight Facility Virginia,USA,Success
585,Nov,2013,SLC-41 Cape Canaveral AFS Florida,USA,Success
586,Nov,2013,First Launch Pad Satish Dhawan Space Centre,India,Success
587,Sep,2013,SLC-4E Vandenberg AFB California,USA,Success
588,Sep,2013,Jiuquan Satellite Launch Center,China,Success
589,Sep,2013,SLC-41 Cape Canaveral AFS Florida,USA,Success
590,Sep,2013,Mu Pad Uchinoura Space Center,Japan,Success
591,Sep,2013,LP-0A Wallops Flight Facility Virginia,USA,Success
592,Sep,2013,Site 133/3 Plesetsk Cosmodrome,Russia,Success
593,Sep,2013,LP-0B Wallops Flight Facility Virginia,USA,Success
594,Aug,2013,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Success
595,Aug,2013,ELA-3 Guiana Space Centre French Guiana,France,Success
596,Aug,2013,SLC-6 Vandenberg AFB California,USA,Success
597,Aug,2013,Site 370/13 Yasny Cosmodrome,Russia,Success
598,Aug,2013,SLC-37B Cape Canaveral AFS Florida,USA,Success
599,Aug,2013,LA-Y2 Tanegashima Space Center,Japan,Success
600,Jul,2013,ELA-3 Guiana Space Centre French Guiana,France,Success
601,Jul,2013,SLC-41 Cape Canaveral AFS Florida,USA,Success
602,Jul,2013,Site 81/24 Baikonur Cosmodrome,Kazakhstan,Failure
603,Jul,2013,First Launch Pad Satish Dhawan Space Centre,India,Success
604,Jun,2013,Stargazer Vandenberg AFB California,USA,Success
605,Jun,2013,Site 175/59 Baikonur Cosmodrome,Kazakhstan,Success
606,Jun,2013,ELS Guiana Space Centre French Guiana,France,Success
607,Jun,2013,Site 901 (SLS-1) Jiuquan Satellite Launch Center,China,Success
608,Jun,2013,ELA-3 Guiana Space Centre French Guiana,France,Success
609,May,2013,SLC-37B Cape Canaveral AFS Florida,USA,Success
610,May,2013,SLC-41 Cape Canaveral AFS Florida,USA,Success
611,May,2013,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
612,Apr,2013,LP-0A Wallops Flight Facility Virginia,USA,Success
613,Mar,2013,SLC-41 Cape Canaveral AFS Florida,USA,Success
614,Mar,2013,SLC-40 Cape Canaveral AFS Florida,USA,Success
615,Feb,2013,First Launch Pad Satish Dhawan Space Centre,India,Success
616,Feb,2013,SLC-3E Vandenberg AFB California,USA,Success
617,Feb,2013,ELA-3 Guiana Space Centre French Guiana,France,Success
618,Feb,2013,LP Odyssey Kiritimati Launch Area,Pacific Ocean,Failure
619,Jan,2013,SLC-41 Cape Canaveral AFS Florida,USA,Success
620,Jan,2013,LC-1 Naro Space Center,South Korea,Success
621,Jan,2013,LA-Y1 Tanegashima Space Center,Japan,Success
622,Jan,2013,Site 133/3 Plesetsk Cosmodrome,Russia,Partial Failure
623,Dec,2012,ELA-3 Guiana Space Centre French Guiana,France,Success
624,Dec,2012,Pad 1 Sohae Satellite Launching Station,North Korea,Success
625,Dec,2012,SLC-41 Cape Canaveral AFS Florida,USA,Success
626,Dec,2012,LP Odyssey Kiritimati Launch Area,Pacific Ocean,Success
627,Dec,2012,ELS Guiana Space Centre French Guiana,France,Success
628,Nov,2012,ELA-3 Guiana Space Centre French Guiana,France,Success
629,Oct,2012,ELS Guiana Space Centre French Guiana,France,Success
630,Oct,2012,SLC-40 Cape Canaveral AFS Florida,USA,Partial Failure
631,Oct,2012,SLC-37B Cape Canaveral AFS Florida,USA,Success
632,Sep,2012,ELA-3 Guiana Space Centre French Guiana,France,Success
633,Sep,2012,Imam Khomeini Spaceport Semnan Space Center,Iran,Failure
634,Sep,2012,SLC-3E Vandenberg AFB California,USA,Success
635,Sep,2012,First Launch Pad Satish Dhawan Space Centre,India,Success
636,Aug,2012,SLC-41 Cape Canaveral AFS Florida,USA,Success
637,Aug,2012,LP Odyssey Kiritimati Launch Area,Pacific Ocean,Success
638,Aug,2012,ELA-3 Guiana Space Centre French Guiana,France,Success
639,Jul,2012,Site 133/3 Plesetsk Cosmodrome,Russia,Success
640,Jul,2012,LA-Y2 Tanegashima Space Center,Japan,Success
641,Jul,2012,ELA-3 Guiana Space Centre French Guiana,France,Success
642,Jun,2012,SLC-37B Cape Canaveral AFS Florida,USA,Success
643,Jun,2012,SLC-41 Cape Canaveral AFS Florida,USA,Success
644,Jun,2012,Site 901 (SLS-1) Jiuquan Satellite Launch Center,China,Success
645,Jun,2012,Stargazer Ronald Reagan Ballistic Missile Defense Test Site Marshall Islands,USA,Success
646,Jun,2012,LP Odyssey Kiritimati Launch Area,Pacific Ocean,Success
647,May,2012,Imam Khomeini Spaceport Semnan Space Center,Iran,Failure
648,May,2012,SLC-40 Cape Canaveral AFS Florida,USA,Success
649,May,2012,LA-Y1 Tanegashima Space Center,Japan,Success
650,May,2012,ELA-3 Guiana Space Centre French Guiana,France,Success
651,May,2012,SLC-41 Cape Canaveral AFS Florida,USA,Success
652,Apr,2012,First Launch Pad Satish Dhawan Space Centre,India,Success
653,Apr,2012,First Launch Pad Satish Dhawan Space Centre,India,Success
654,Apr,2012,Pad 1 Sohae Satellite Launching Station,North Korea,Failure
655,Apr,2012,SLC-6 Vandenberg AFB California,USA,Success
656,Mar,2012,ELA-3 Guiana Space Centre French Guiana,France,Success
657,Feb,2012,SLC-41 Cape Canaveral AFS Florida,USA,Success
658,Feb,2012,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
659,Feb,2012,Imam Khomeini Spaceport Semnan Space Center,Iran,Success
660,Jan,2012,SLC-37B Cape Canaveral AFS Florida,USA,Success
661,Dec,2011,ELS Guiana Space Centre French Guiana,France,Success
662,Dec,2011,LA-Y1 Tanegashima Space Center,Japan,Success
663,Nov,2011,SLC-41 Cape Canaveral AFS Florida,USA,Success
664,Nov,2011,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Success
665,Oct,2011,Site 901 (SLS-1) Jiuquan Satellite Launch Center,China,Success
666,Oct,2011,SLC-2W Vandenberg AFB California,USA,Success
667,Oct,2011,ELS Guiana Space Centre French Guiana,France,Success
668,Oct,2011,First Launch Pad Satish Dhawan Space Centre,India,Success
669,Oct,2011,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Success
670,Sep,2011,Site 901 (SLS-1) Jiuquan Satellite Launch Center,China,Success
671,Sep,2011,LP-1 Pacific Spaceport Complex Alaska,USA,Success
672,Sep,2011,LP Odyssey Kiritimati Launch Area,Pacific Ocean,Success
673,Sep,2011,LA-Y1 Tanegashima Space Center,Japan,Success
674,Sep,2011,ELA-3 Guiana Space Centre French Guiana,France,Success
675,Sep,2011,LA-Y1 Tanegashima Space Center,Japan,Success
676,Sep,2011,SLC-17B Cape Canaveral AFS Florida,USA,Success
677,Aug,2011,Site 370/13 Yasny Cosmodrome,Russia,Success
678,Aug,2011,ELA-3 Guiana Space Centre French Guiana,France,Success
679,Aug,2011,SLC-41 Cape Canaveral AFS Florida,USA,Success
680,Jul,2011,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Success
681,Jul,2011,SLC-37B Cape Canaveral AFS Florida,USA,Success
682,Jul,2011,Second Launch Pad Satish Dhawan Space Centre,India,Success
683,Jul,2011,LC-39A Kennedy Space Center Florida,USA,Success
684,Jun,2011,LP-0B Wallops Flight Facility Virginia,USA,Success
685,Jun,2011,Imam Khomeini Spaceport Semnan Space Center,Iran,Success
686,Jun,2011,SLC-2W Vandenberg AFB California,USA,Success
687,May,2011,ELA-3 Guiana Space Centre French Guiana,France,Success
688,May,2011,LC-39A Kennedy Space Center Florida,USA,Success
689,May,2011,SLC-41 Cape Canaveral AFS Florida,USA,Success
690,Apr,2011,ELA-3 Guiana Space Centre French Guiana,France,Success
691,Apr,2011,First Launch Pad Satish Dhawan Space Centre,India,Success
692,Apr,2011,SLC-3E Vandenberg AFB California,USA,Success
693,Mar,2011,SLC-37B Cape Canaveral AFS Florida,USA,Success
